Order_ID,Order_Date,Region,Category,Product_Name,Customer_Segment,Sales,Profit,Quantity
1032,2023-02-23,North,Technology,Mouse,Consumer,1944.84,592.54,5
1033,2024-03-18,West,Technology,Laptop,Home Office,1144.49,321.93,7
1034,2024-07-21,North,Office Supplies,Binder,Corporate,128.85,33.91,3
1035,2023-10-10,North,Furniture,Office Chair,Corporate,111.29,26.81,4
1036,2023-07-04,East,Office Supplies,Pen Set,Corporate,1148.39,297.04,5
1037,2024-01-31,East,Furniture,Bookshelf,Corporate,536.12,92.81,4
1038,2023-11-15,South,Office Supplies,Envelope,Home Office,1888.56,433.73,3
1039,2024-09-02,West,Technology,Tablet,Home Office,364.38,119.85,9
1040,2023-08-22,South,Furniture,Desk,Corporate,255.71,47.81,4
1041,2025-04-11,East,Technology,Tablet,Consumer,1790.49,379.23,7
1042,2025-11-26,East,Technology,Printer,Consumer,1797.38,261.34,1
1043,2023-11-19,North,Technology,Monitor,Consumer,580.66,141.86,9
1044,2023-09-25,West,Technology,Keyboard,Home Office,1645.13,507.06,7
1045,2023-08-08,South,Technology,Monitor,Home Office,371.08,78.01,5
1046,2023-10-03,East,Furniture,Cabinet,Consumer,1400.25,183.19,8
1047,2025-10-31,South,Office Supplies,Paper,Home Office,1888.67,277.56,8
1048,2023-12-06,West,Furniture,Bookshelf,Consumer,1420.89,226.05,1
1049,2024-01-07,South,Technology,Monitor,Home Office,545.14,67.63,7
1050,2024-12-09,North,Furniture,Bookshelf,Corporate,1019.63,143.02,1
1051,2025-10-25,South,Furniture,Cabinet,Home Office,1995.59,259.5,2
1052,2025-11-30,West,Technology,Keyboard,Home Office,1030.22,67.42,5
1053,2025-04-05,West,Technology,Mouse,Home Office,722.89,173.71,2
1054,2025-02-14,West,Office Supplies,Stapler,Home Office,1085.32,200.06,6
1055,2024-07-27,South,Office Supplies,Envelope,Corporate,522.01,131.36,8
1056,2025-09-30,East,Office Supplies,Stapler,Corporate,513.39,137.83,8
1057,2024-03-30,West,Furniture,Bookshelf,Home Office,967.09,333.67,6
1058,2024-05-01,West,Furniture,Desk,Home Office,1094.76,84.39,1
1059,2025-07-18,West,Technology,Tablet,Home Office,343.9,69.63,3
1060,2025-04-02,South,Office Supplies,Envelope,Home Office,1202.24,304.49,3
1061,2025-04-07,North,Furniture,Bookshelf,Corporate,1436.74,420.75,4
1062,2024-12-15,East,Furniture,Bookshelf,Consumer,1308.09,133.83,1
1063,2025-02-07,North,Office Supplies,Notebook,Home Office,825.27,169.45,8
1064,2025-06-02,North,Office Supplies,Envelope,Corporate,318.17,48.46,9
1065,2024-09-27,West,Office Supplies,Notebook,Home Office,457.69,97.23,3
1066,2023-03-22,South,Technology,Mouse,Consumer,495.67,50.8,9
1067,2023-12-19,East,Office Supplies,Paper,Home Office,1057.44,135.62,1
1068,2024-09-30,North,Furniture,Conference Table,Home Office,231.55,73.9,5
1069,2023-05-09,West,Furniture,Conference Table,Consumer,1771.14,188.83,9
1070,2023-07-26,West,Technology,Laptop,Corporate,730.96,195.74,3
1071,2024-05-30,East,Technology,Tablet,Corporate,1719.83,294.7,1
1072,2025-12-12,East,Office Supplies,Envelope,Home Office,1301.96,97.96,8
1073,2023-11-17,East,Office Supplies,Envelope,Home Office,1581.41,396.45,3
1074,2023-06-05,North,Office Supplies,Notebook,Consumer,775.95,257.65,9
1075,2023-01-06,East,Furniture,Bookshelf,Consumer,59.87,5.88,2
1076,2023-01-15,North,Office Supplies,Pen Set,Consumer,996.95,183.96,9
1077,2023-06-01,East,Furniture,Conference Table,Consumer,393.05,21.78,5
1078,2025-09-28,East,Furniture,Cabinet,Home Office,398.7,63.77,8
1079,2024-09-25,East,Office Supplies,Envelope,Home Office,1705.99,421.86,1
1080,2025-03-15,North,Furniture,Desk,Consumer,1107.95,224.52,6
1081,2024-04-25,North,Office Supplies,Paper,Home Office,567.14,69.87,6
1082,2024-07-14,South,Office Supplies,Notebook,Home Office,1958.84,383.98,8
1083,2024-01-27,North,Technology,Monitor,Consumer,1280.72,369.42,1
1084,2024-05-04,South,Office Supplies,Envelope,Consumer,1174.96,232.35,5
1085,2024-03-26,South,Furniture,Conference Table,Home Office,498.86,99.65,4
1086,2024-12-26,West,Office Supplies,Binder,Corporate,97.42,23.74,1
1087,2025-10-18,East,Office Supplies,Notebook,Corporate,1989.37,379.94,5
1088,2023-07-04,North,Furniture,Office Chair,Consumer,1772.81,486.31,5
1089,2024-02-28,West,Technology,Tablet,Corporate,1860.22,331.97,5
1090,2023-09-14,East,Furniture,Office Chair,Corporate,1165.97,401.21,4
1091,2025-06-14,West,Office Supplies,Stapler,Consumer,624.18,103.32,7
1092,2025-05-19,East,Furniture,Office Chair,Corporate,573.53,112.17,2
1093,2023-05-22,West,Furniture,Bookshelf,Corporate,1135.76,375.76,3
1094,2025-12-24,South,Technology,Keyboard,Corporate,1161.62,91.95,6
1095,2024-01-07,East,Technology,Laptop,Home Office,749.36,94.61,2
1096,2023-04-21,East,Office Supplies,Envelope,Corporate,678.97,206.81,9
1097,2023-04-14,West,Technology,Keyboard,Corporate,1419.84,224.12,7
1098,2025-12-07,North,Furniture,Desk,Corporate,868.57,110.19,8
1099,2025-05-28,West,Furniture,Office Chair,Consumer,1830.82,372.39,9
1100,2023-04-29,North,Furniture,Office Chair,Consumer,1274.39,137.99,8
1101,2025-04-21,West,Office Supplies,Envelope,Corporate,1418.84,409.67,3
1102,2024-05-04,South,Furniture,Bookshelf,Consumer,709.09,115.35,2
1103,2023-04-15,East,Furniture,Office Chair,Corporate,905.02,227.71,3
1104,2025-09-22,East,Technology,Monitor,Home Office,957.92,203.84,6
1105,2023-06-17,East,Furniture,Office Chair,Consumer,1202.12,71.11,4
1106,2024-10-28,North,Technology,Mouse,Corporate,125.73,17.73,5
1107,2024-10-23,West,Technology,Monitor,Home Office,1068.37,300.21,5
1108,2025-04-25,East,Technology,Mouse,Consumer,941.67,284.96,4
1109,2025-01-03,North,Furniture,Office Chair,Home Office,852.14,221.43,8
1110,2024-03-04,South,Office Supplies,Envelope,Consumer,1465.88,502.44,3
1111,2023-05-17,West,Technology,Mouse,Home Office,1600.61,210.08,7
1112,2023-05-03,North,Technology,Monitor,Corporate,539.18,56.78,7
1113,2023-08-25,North,Furniture,Conference Table,Home Office,885.21,227.1,1
1114,2025-04-20,West,Technology,Laptop,Home Office,387.92,37.6,2
1115,2025-12-23,West,Office Supplies,Pen Set,Consumer,517.59,40.46,9
1116,2023-07-02,East,Technology,Mouse,Corporate,1337.38,179.18,7
1117,2024-04-11,West,Furniture,Bookshelf,Corporate,1331.37,240.58,7
1118,2025-07-15,South,Technology,Laptop,Consumer,143.05,31.44,3
1119,2024-05-04,South,Office Supplies,Envelope,Corporate,1527.8,82.99,5
1120,2024-01-29,North,Furniture,Desk,Corporate,233.61,33.51,4
1121,2025-11-21,West,Technology,Laptop,Corporate,391.89,21.61,5
1122,2024-06-03,South,Furniture,Conference Table,Corporate,973.27,99.24,5
1123,2023-08-05,East,Furniture,Conference Table,Consumer,827.08,194.16,5
1124,2024-06-13,East,Furniture,Bookshelf,Home Office,1779.03,228.19,3
1125,2025-01-02,South,Technology,Printer,Corporate,1031.12,316.5,5
1126,2023-05-23,East,Office Supplies,Paper,Consumer,1383.73,324.84,7
1127,2024-04-18,South,Office Supplies,Stapler,Home Office,1891.29,586.6,4
1128,2024-06-10,South,Furniture,Cabinet,Home Office,1172.17,195.11,1
1129,2025-05-18,West,Office Supplies,Pen Set,Corporate,943.59,201.63,5
1130,2025-03-12,North,Furniture,Bookshelf,Home Office,1270.58,376.25,8
1131,2025-09-28,West,Furniture,Conference Table,Corporate,1815.43,197.41,2
1132,2024-02-23,East,Office Supplies,Paper,Home Office,125.98,29.67,7
1133,2024-01-16,West,Office Supplies,Pen Set,Consumer,188.82,27.51,2
1134,2025-11-22,North,Furniture,Desk,Consumer,558.35,111.01,5
1135,2025-10-16,West,Technology,Mouse,Home Office,729.26,241.38,8
1136,2025-08-21,North,Office Supplies,Envelope,Consumer,1483.39,431.73,9
1137,2024-07-12,South,Furniture,Conference Table,Consumer,1118.55,198.03,8
1138,2024-07-28,North,Technology,Laptop,Corporate,1623.33,563.54,4
1139,2024-11-09,West,Office Supplies,Envelope,Corporate,775.44,219.39,8
1140,2025-12-09,West,Furniture,Cabinet,Corporate,1740.88,380.49,1
1141,2024-10-25,East,Office Supplies,Notebook,Corporate,1375.7,374.15,3
1142,2024-04-14,West,Furniture,Desk,Home Office,251.09,80.54,4
1143,2025-05-31,North,Furniture,Bookshelf,Corporate,1661.59,242.62,3
1144,2023-01-25,North,Office Supplies,Paper,Home Office,808.94,43.08,9
1145,2025-03-31,West,Furniture,Office Chair,Corporate,1701.93,266.3,4
1146,2023-04-11,South,Office Supplies,Pen Set,Home Office,1168.2,279.84,5
1147,2025-05-18,West,Technology,Mouse,Consumer,228.82,52.8,4
1148,2024-08-25,South,Office Supplies,Paper,Corporate,1361.41,375.36,7
1149,2023-07-31,North,Technology,Laptop,Home Office,1573.53,132.24,5
1150,2025-04-20,West,Office Supplies,Envelope,Consumer,1014.12,68.22,5
1151,2025-01-06,East,Furniture,Office Chair,Corporate,1487.22,317.93,2
1152,2023-06-05,North,Technology,Monitor,Corporate,1938.87,497.14,1
1153,2023-09-30,East,Office Supplies,Pen Set,Home Office,247.19,18.6,8
1154,2023-02-01,West,Office Supplies,Envelope,Home Office,191.89,56.91,2
1155,2023-03-19,West,Furniture,Cabinet,Consumer,208.63,15.74,3
1156,2023-06-25,East,Technology,Keyboard,Corporate,1183.55,365.65,6
1157,2025-01-08,West,Office Supplies,Binder,Corporate,1634.96,546.36,9
1158,2025-06-02,South,Office Supplies,Stapler,Consumer,1204.18,186.73,3
1159,2023-03-08,North,Technology,Laptop,Home Office,1565.44,340.52,3
1160,2025-09-03,South,Office Supplies,Paper,Home Office,266.84,52.78,2
1161,2025-12-14,East,Technology,Keyboard,Home Office,963.89,64.48,8
1162,2023-05-24,East,Furniture,Office Chair,Consumer,279.18,68.33,1
1163,2023-01-13,South,Technology,Laptop,Consumer,1378.03,167.09,9
1164,2023-07-24,South,Furniture,Desk,Consumer,781.0,105.99,8
1165,2024-08-06,West,Furniture,Bookshelf,Consumer,1080.32,195.43,5
1166,2023-02-23,East,Technology,Mouse,Home Office,134.63,44.08,5
1167,2025-10-13,East,Technology,Mouse,Corporate,543.33,140.52,9
1168,2025-12-27,West,Furniture,Conference Table,Corporate,1070.04,255.55,1
1169,2024-06-07,West,Furniture,Office Chair,Corporate,1273.74,286.97,7
1170,2025-05-07,East,Office Supplies,Pen Set,Corporate,138.62,18.62,8
1171,2023-01-12,South,Furniture,Office Chair,Corporate,819.32,67.21,5
1172,2024-12-03,North,Technology,Keyboard,Consumer,590.89,62.89,8
1173,2024-10-20,West,Office Supplies,Stapler,Consumer,739.04,166.36,5
1174,2025-07-15,North,Office Supplies,Paper,Home Office,1950.07,674.46,6
1175,2023-03-14,West,Furniture,Office Chair,Corporate,113.02,15.14,5
1176,2023-01-22,North,Furniture,Cabinet,Home Office,1636.9,418.1,3
1177,2025-12-19,West,Technology,Monitor,Consumer,1653.95,553.97,5
1178,2025-10-31,North,Furniture,Office Chair,Consumer,1246.16,218.67,8
1179,2024-01-04,South,Furniture,Office Chair,Consumer,1759.49,379.13,5
1180,2025-03-29,North,Technology,Monitor,Consumer,101.42,16.53,1
1181,2025-07-31,East,Technology,Mouse,Home Office,986.72,341.0,5
1182,2025-08-04,West,Office Supplies,Stapler,Corporate,1511.68,253.81,1
1183,2025-10-15,North,Office Supplies,Paper,Consumer,1684.74,321.12,3
1184,2025-04-06,East,Office Supplies,Paper,Consumer,311.01,16.83,7
1185,2023-01-14,North,Furniture,Conference Table,Home Office,1736.21,510.22,5
1186,2025-01-14,North,Office Supplies,Pen Set,Consumer,1993.44,431.84,5
1187,2024-01-21,West,Furniture,Conference Table,Consumer,1465.94,406.25,3
1188,2023-03-20,North,Technology,Laptop,Home Office,532.33,98.57,1
1189,2025-04-02,South,Technology,Mouse,Corporate,1910.4,442.93,1
1190,2023-08-05,North,Technology,Tablet,Consumer,1359.82,320.15,8
1191,2023-09-05,West,Office Supplies,Stapler,Consumer,93.26,18.6,6
1192,2023-01-25,East,Office Supplies,Pen Set,Home Office,1556.02,320.62,1
1193,2025-01-16,North,Furniture,Bookshelf,Consumer,1126.22,245.83,9
1194,2023-10-17,West,Office Supplies,Pen Set,Corporate,1200.41,232.9,7
1195,2024-08-19,South,Technology,Tablet,Corporate,1522.52,359.46,2
1196,2025-11-05,West,Technology,Laptop,Corporate,1619.84,519.88,2
1197,2024-04-13,North,Furniture,Bookshelf,Consumer,733.65,166.52,3
1198,2024-05-06,North,Office Supplies,Notebook,Consumer,1813.11,280.08,6
1199,2023-01-06,South,Furniture,Conference Table,Home Office,929.28,300.29,7
1200,2024-09-08,East,Furniture,Cabinet,Home Office,1071.02,277.71,4
1201,2024-05-30,East,Office Supplies,Pen Set,Home Office,945.73,286.2,1
1202,2023-11-06,North,Office Supplies,Stapler,Corporate,553.58,103.93,2
1203,2023-09-22,East,Office Supplies,Pen Set,Corporate,1260.57,194.41,3
1204,2023-05-05,East,Furniture,Bookshelf,Corporate,1097.66,206.4,6
1205,2023-07-31,North,Technology,Tablet,Corporate,1410.45,146.72,4
1206,2023-09-02,South,Furniture,Bookshelf,Corporate,724.05,231.0,3
1207,2023-03-08,North,Furniture,Conference Table,Corporate,1054.71,360.64,3
1208,2024-11-26,West,Technology,Printer,Home Office,129.69,13.06,6
1209,2023-07-27,East,Furniture,Conference Table,Home Office,222.97,19.22,9
1210,2024-12-03,East,Furniture,Cabinet,Corporate,744.18,236.85,1
1211,2024-10-06,East,Office Supplies,Pen Set,Corporate,1031.66,265.26,9
1212,2025-11-28,North,Office Supplies,Stapler,Corporate,229.97,44.69,6
1213,2023-07-17,East,Furniture,Conference Table,Consumer,209.43,65.36,1
1214,2025-02-16,West,Technology,Monitor,Consumer,589.91,172.17,1
1215,2023-04-27,East,Technology,Printer,Home Office,1214.69,420.13,8
1216,2023-01-31,North,Office Supplies,Notebook,Consumer,994.82,234.26,7
1217,2023-02-11,North,Technology,Tablet,Corporate,1085.97,289.04,8
1218,2023-07-10,South,Office Supplies,Paper,Home Office,309.58,79.3,7
1219,2023-03-13,East,Technology,Monitor,Corporate,1047.77,219.65,2
1220,2025-01-16,North,Office Supplies,Pen Set,Consumer,922.45,193.52,9
1221,2025-04-16,West,Furniture,Conference Table,Corporate,1487.94,155.77,7
1222,2025-01-27,South,Technology,Mouse,Consumer,678.05,76.91,9
1223,2023-04-22,North,Technology,Keyboard,Consumer,1786.53,407.47,4
1224,2023-04-23,North,Furniture,Office Chair,Home Office,742.45,181.64,2
1225,2024-04-15,North,Technology,Mouse,Consumer,219.49,46.34,2
1226,2024-06-19,East,Office Supplies,Envelope,Corporate,1137.6,257.05,3
1227,2024-06-05,West,Office Supplies,Stapler,Consumer,788.61,119.26,4
1228,2023-02-20,South,Office Supplies,Envelope,Corporate,1309.54,289.71,8
1229,2023-04-06,South,Office Supplies,Binder,Corporate,1021.58,152.32,9
1230,2023-07-26,South,Office Supplies,Envelope,Home Office,512.59,41.28,6
1231,2024-07-11,East,Technology,Monitor,Consumer,762.45,149.7,8
1232,2025-10-09,East,Furniture,Bookshelf,Consumer,1798.69,133.23,3
1233,2024-09-17,North,Technology,Laptop,Corporate,85.57,22.17,8
1234,2023-12-06,South,Office Supplies,Paper,Corporate,268.48,45.47,4
1235,2025-09-25,North,Technology,Laptop,Home Office,60.34,20.67,8
1236,2025-06-14,West,Furniture,Bookshelf,Home Office,1459.65,432.43,2
1237,2025-03-14,West,Technology,Tablet,Consumer,1135.69,251.54,3
1238,2023-05-10,South,Technology,Laptop,Corporate,1685.24,187.94,6
1239,2025-02-19,South,Furniture,Bookshelf,Consumer,1436.36,157.79,4
1240,2025-05-14,North,Technology,Printer,Consumer,522.7,44.14,6
1241,2024-05-13,East,Office Supplies,Paper,Home Office,1183.41,113.97,4
1242,2024-02-12,North,Technology,Laptop,Consumer,675.25,154.07,6
1243,2025-06-24,West,Technology,Keyboard,Home Office,706.38,63.8,7
1244,2023-11-30,East,Technology,Laptop,Home Office,1120.4,123.83,8
1245,2024-06-23,West,Technology,Monitor,Home Office,1629.26,205.93,5
1246,2024-12-16,North,Office Supplies,Notebook,Home Office,55.29,4.7,8
1247,2023-08-15,West,Office Supplies,Envelope,Home Office,1231.9,355.14,1
1248,2025-10-22,East,Furniture,Conference Table,Corporate,1708.92,467.89,2
1249,2024-04-20,South,Furniture,Office Chair,Corporate,292.38,78.73,9
1250,2023-09-24,East,Furniture,Bookshelf,Corporate,449.75,73.65,1
1251,2025-07-06,West,Furniture,Office Chair,Corporate,1495.19,332.44,8
1252,2025-11-02,South,Technology,Tablet,Corporate,1664.48,457.98,3
1253,2025-03-17,West,Technology,Laptop,Consumer,370.32,109.01,4
1254,2024-02-18,East,Furniture,Bookshelf,Corporate,666.58,150.98,2
1255,2024-04-08,South,Office Supplies,Notebook,Corporate,1642.37,298.49,3
1256,2023-03-24,West,Furniture,Desk,Consumer,1267.0,268.52,1
1257,2023-05-07,South,Office Supplies,Envelope,Consumer,502.81,160.84,7
1258,2024-03-03,East,Furniture,Desk,Corporate,1087.12,76.08,8
1259,2025-08-09,West,Office Supplies,Envelope,Corporate,1267.26,107.81,6
1260,2023-11-05,West,Office Supplies,Stapler,Consumer,698.99,188.14,4
1261,2024-06-29,North,Office Supplies,Binder,Consumer,1598.35,377.25,4
1262,2024-02-27,East,Technology,Monitor,Consumer,1495.85,332.0,6
1263,2025-10-29,North,Technology,Laptop,Home Office,1517.19,397.65,7
1264,2024-08-22,East,Furniture,Office Chair,Consumer,329.1,36.65,2
1265,2024-01-11,West,Furniture,Office Chair,Consumer,1536.79,481.06,1
1266,2023-09-27,East,Technology,Tablet,Home Office,250.69,52.88,4
1267,2025-11-04,East,Technology,Keyboard,Consumer,941.15,217.58,8
1268,2023-08-27,North,Office Supplies,Binder,Home Office,342.34,40.66,2
1269,2023-11-07,South,Technology,Keyboard,Corporate,73.8,16.94,4
1270,2025-09-22,North,Furniture,Office Chair,Home Office,1108.31,139.14,5
1271,2024-06-01,East,Furniture,Office Chair,Corporate,1662.26,561.38,8
1272,2025-07-22,North,Technology,Laptop,Consumer,1187.61,202.2,8
1273,2024-07-24,South,Technology,Keyboard,Corporate,1036.48,241.95,8
1274,2023-11-12,South,Technology,Laptop,Consumer,1750.64,577.07,4
1275,2023-02-06,West,Technology,Laptop,Home Office,1841.56,528.57,5
1276,2025-04-21,South,Technology,Tablet,Consumer,1429.12,136.85,9
1277,2025-05-21,West,Office Supplies,Stapler,Corporate,877.05,237.62,8
1278,2023-11-18,South,Technology,Keyboard,Corporate,1688.86,545.85,1
1279,2025-12-21,North,Technology,Printer,Home Office,270.81,93.55,4
1280,2025-05-09,South,Office Supplies,Binder,Consumer,293.09,95.62,6
1281,2023-03-11,North,Office Supplies,Stapler,Consumer,1061.73,241.42,5
1282,2025-11-06,East,Office Supplies,Notebook,Corporate,789.65,215.79,4
1283,2025-02-17,East,Furniture,Cabinet,Home Office,1586.19,366.59,3
1284,2024-05-26,South,Office Supplies,Notebook,Corporate,826.43,174.56,6
1285,2024-06-07,North,Office Supplies,Pen Set,Consumer,725.37,111.77,2
1286,2023-11-14,East,Office Supplies,Notebook,Corporate,1840.99,416.29,3
1287,2024-09-03,South,Furniture,Bookshelf,Corporate,534.04,119.25,4
1288,2023-02-19,East,Office Supplies,Binder,Corporate,866.9,281.27,1
1289,2024-08-18,West,Office Supplies,Paper,Home Office,1571.97,209.51,2
1290,2025-03-17,West,Furniture,Office Chair,Corporate,1343.9,138.97,4
1291,2024-05-29,East,Technology,Mouse,Home Office,945.03,205.25,6
1292,2025-07-08,North,Furniture,Cabinet,Home Office,216.43,75.55,1
1293,2024-12-22,East,Office Supplies,Binder,Corporate,634.21,90.68,7
1294,2023-05-23,North,Office Supplies,Notebook,Consumer,882.24,255.79,1
1295,2024-10-21,East,Furniture,Desk,Corporate,121.27,23.24,8
1296,2023-10-16,West,Office Supplies,Envelope,Consumer,1195.53,165.24,3
1297,2023-05-18,East,Technology,Printer,Consumer,933.91,193.62,1
1298,2024-08-26,West,Office Supplies,Paper,Corporate,831.49,181.18,4
1299,2024-07-31,North,Furniture,Bookshelf,Home Office,404.76,124.88,7
1300,2023-07-25,West,Furniture,Desk,Consumer,1518.83,200.02,3
1301,2023-03-17,West,Office Supplies,Binder,Consumer,1305.8,225.41,7
1302,2023-08-09,North,Furniture,Cabinet,Consumer,1958.92,591.47,7
1303,2024-01-29,East,Technology,Laptop,Corporate,1334.9,77.6,7
1304,2023-04-03,South,Technology,Laptop,Home Office,545.08,59.32,8
1305,2023-02-01,North,Office Supplies,Stapler,Home Office,253.01,73.37,3
1306,2024-01-28,East,Office Supplies,Binder,Consumer,1780.55,386.41,8
1307,2024-12-24,West,Office Supplies,Envelope,Home Office,243.91,29.99,8
1308,2025-05-14,North,Technology,Laptop,Consumer,1623.36,549.99,4
1309,2023-09-15,South,Office Supplies,Binder,Corporate,1352.77,150.83,7
1310,2024-03-18,South,Furniture,Cabinet,Corporate,1797.85,96.91,7
1311,2024-07-04,West,Furniture,Bookshelf,Corporate,1485.01,452.09,3
1312,2024-08-12,North,Furniture,Desk,Home Office,1186.93,209.41,2
1313,2025-02-02,East,Office Supplies,Notebook,Home Office,1825.72,433.48,2
1314,2023-07-14,South,Technology,Laptop,Corporate,757.97,45.68,4
1315,2025-11-13,West,Technology,Mouse,Consumer,1267.09,218.98,9
1316,2024-09-13,East,Office Supplies,Pen Set,Home Office,900.45,124.57,4
1317,2024-07-10,East,Technology,Monitor,Home Office,1950.37,553.76,1
1318,2023-09-02,North,Furniture,Conference Table,Consumer,1743.51,342.13,7
1319,2025-11-12,West,Technology,Tablet,Home Office,1609.72,285.83,3
1320,2025-07-16,West,Office Supplies,Binder,Consumer,1049.29,285.94,2
1321,2025-01-16,North,Furniture,Office Chair,Corporate,1285.28,163.7,6
1322,2024-04-05,South,Technology,Mouse,Corporate,1307.86,230.85,2
1323,2023-11-21,North,Technology,Keyboard,Consumer,581.0,32.26,2
1324,2024-02-26,South,Furniture,Conference Table,Consumer,1082.84,318.91,9
1325,2023-05-04,East,Technology,Monitor,Home Office,584.41,126.38,9
1326,2024-12-03,West,Technology,Laptop,Home Office,1020.06,271.4,5
1327,2024-07-29,North,Technology,Monitor,Consumer,71.44,6.51,9
1328,2023-07-02,East,Technology,Printer,Corporate,569.67,153.61,2
1329,2024-10-05,West,Technology,Printer,Consumer,1221.01,304.66,7
1330,2023-08-16,East,Office Supplies,Notebook,Consumer,1167.92,352.05,5
1331,2024-05-25,East,Technology,Monitor,Consumer,797.12,163.95,2
1332,2024-11-19,North,Furniture,Bookshelf,Consumer,374.25,101.58,3
1333,2024-10-20,West,Furniture,Office Chair,Consumer,226.16,63.62,5
1334,2023-11-01,East,Technology,Tablet,Consumer,1682.3,304.76,4
1335,2024-02-11,East,Furniture,Office Chair,Home Office,1452.14,202.05,3
1336,2023-12-17,West,Office Supplies,Stapler,Home Office,1901.15,321.28,8
1337,2023-10-14,North,Furniture,Conference Table,Corporate,1876.82,506.31,1
1338,2025-04-30,North,Furniture,Bookshelf,Corporate,576.33,122.15,3
1339,2023-01-12,North,Office Supplies,Paper,Consumer,1210.4,79.19,2
1340,2025-07-16,West,Furniture,Desk,Corporate,1265.5,243.32,9
1341,2024-12-29,West,Office Supplies,Binder,Home Office,196.52,52.76,9
1342,2025-12-24,West,Furniture,Cabinet,Consumer,1424.6,326.93,9
1343,2024-10-28,East,Office Supplies,Stapler,Corporate,530.48,156.88,5
1344,2023-03-02,East,Furniture,Office Chair,Home Office,54.56,18.57,6
1345,2024-03-31,West,Office Supplies,Envelope,Consumer,1200.95,190.1,1
1346,2025-11-10,North,Technology,Printer,Corporate,316.8,106.15,7
1347,2025-06-30,North,Furniture,Cabinet,Home Office,1066.54,81.07,8
1348,2025-02-16,South,Furniture,Bookshelf,Corporate,1528.87,369.5,1
1349,2025-10-10,South,Office Supplies,Binder,Home Office,1334.63,343.91,6
1350,2024-06-08,South,Furniture,Conference Table,Home Office,1962.12,629.86,9
1351,2023-02-05,West,Furniture,Conference Table,Home Office,1890.92,116.91,7
1352,2024-08-13,North,Office Supplies,Pen Set,Corporate,1998.74,433.21,6
1353,2023-09-08,North,Furniture,Cabinet,Home Office,1835.2,110.45,5
1354,2024-07-06,East,Technology,Keyboard,Consumer,1475.5,159.03,8
1355,2024-09-14,South,Furniture,Cabinet,Consumer,1943.56,647.75,2
1356,2023-08-14,South,Technology,Keyboard,Consumer,1502.88,99.89,3
1357,2024-09-15,East,Furniture,Conference Table,Consumer,672.25,200.78,1
1358,2023-05-23,East,Furniture,Conference Table,Consumer,1317.83,210.07,2
1359,2024-12-04,South,Technology,Tablet,Corporate,1775.75,371.27,7
1360,2024-01-16,West,Office Supplies,Binder,Consumer,838.75,185.97,8
1361,2025-04-07,South,Office Supplies,Binder,Consumer,1102.01,316.52,9
1362,2023-01-31,North,Technology,Printer,Home Office,1488.82,306.77,2
1363,2023-10-07,East,Office Supplies,Paper,Corporate,97.58,30.35,7
